City,Year,Month,Employment,Unemployment,Unemployment Rate,Labor Force,Rent,House Price,Income,Population
Abilene,2002.0,5.0,73511.0,3924.0,5.1,77435.0,,,24591.0,21690325.0
Abilene,2002.0,6.0,73598.0,3975.0,5.1,77573.0,,,24591.0,21690325.0
Abilene,2002.0,7.0,73820.0,4029.0,5.2,77849.0,,,24591.0,21690325.0
Abilene,2002.0,8.0,74069.0,4026.0,5.2,78095.0,,,24591.0,21690325.0
Abilene,2002.0,9.0,74183.0,4026.0,5.1,78209.0,,,24591.0,21690325.0
Abilene,2002.0,10.0,74167.0,4064.0,5.2,78231.0,,,24591.0,21690325.0
Abilene,2002.0,11.0,74217.0,4110.0,5.2,78327.0,,,24591.0,21690325.0
Abilene,2002.0,12.0,74489.0,4117.0,5.2,78606.0,,,24591.0,21690325.0
Abilene,2003.0,1.0,74862.0,4130.0,5.2,78992.0,,,26051.0,22030931.0
Abilene,2003.0,2.0,75173.0,4147.0,5.2,79320.0,,,26051.0,22030931.0
Abilene,2003.0,3.0,75397.0,4180.0,5.3,79577.0,,,26051.0,22030931.0
Abilene,2003.0,4.0,75558.0,4275.0,5.4,79833.0,,,26051.0,22030931.0
Abilene,2003.0,5.0,75669.0,4380.0,5.5,80049.0,,,26051.0,22030931.0
Abilene,2003.0,6.0,75647.0,4409.0,5.5,80056.0,,,26051.0,22030931.0
Abilene,2003.0,7.0,75469.0,4327.0,5.4,79796.0,,,26051.0,22030931.0
Abilene,2003.0,8.0,75310.0,4265.0,5.4,79575.0,,,26051.0,22030931.0
Abilene,2003.0,9.0,75201.0,4241.0,5.3,79442.0,,,26051.0,22030931.0
Abilene,2003.0,10.0,75160.0,4188.0,5.3,79348.0,,,26051.0,22030931.0
Abilene,2003.0,11.0,75305.0,4102.0,5.2,79407.0,,,26051.0,22030931.0
Abilene,2003.0,12.0,75475.0,4037.0,5.1,79512.0,,,26051.0,22030931.0
Abilene,2004.0,1.0,75491.0,4006.0,5.0,79497.0,,,26909.0,22394023.0
Abilene,2004.0,2.0,75398.0,3955.0,5.0,79353.0,,,26909.0,22394023.0
Abilene,2004.0,3.0,75322.0,3901.0,4.9,79223.0,,,26909.0,22394023.0
Abilene,2004.0,4.0,75343.0,3807.0,4.8,79150.0,,,26909.0,22394023.0
Abilene,2004.0,5.0,75456.0,3711.0,4.7,79167.0,,,26909.0,22394023.0
Abilene,2004.0,6.0,75612.0,3643.0,4.6,79255.0,,,26909.0,22394023.0
Abilene,2004.0,7.0,75781.0,3550.0,4.5,79331.0,,,26909.0,22394023.0
Abilene,2004.0,8.0,76078.0,3486.0,4.4,79564.0,,,26909.0,22394023.0
Abilene,2004.0,9.0,76439.0,3515.0,4.4,79954.0,,,26909.0,22394023.0
Abilene,2004.0,10.0,76611.0,3599.0,4.5,80210.0,,,26909.0,22394023.0
Abilene,2004.0,11.0,76564.0,3652.0,4.6,80216.0,,,26909.0,22394023.0
Abilene,2004.0,12.0,76384.0,3622.0,4.5,80006.0,,,26909.0,22394023.0
Abilene,2005.0,1.0,76129.0,3575.0,4.5,79704.0,,,28243.0,22778123.0
Abilene,2005.0,2.0,75883.0,3574.0,4.5,79457.0,,,28243.0,22778123.0
Abilene,2005.0,3.0,75747.0,3539.0,4.5,79286.0,,,28243.0,22778123.0
Abilene,2005.0,4.0,75794.0,3496.0,4.4,79290.0,,,28243.0,22778123.0
Abilene,2005.0,5.0,75996.0,3421.0,4.3,79417.0,,,28243.0,22778123.0
Abilene,2005.0,6.0,76356.0,3299.0,4.1,79655.0,,,28243.0,22778123.0
Abilene,2005.0,7.0,76857.0,3282.0,4.1,80139.0,,,28243.0,22778123.0
Abilene,2005.0,8.0,77304.0,3305.0,4.1,80609.0,,,28243.0,22778123.0
Abilene,2005.0,9.0,77609.0,3242.0,4.0,80851.0,,,28243.0,22778123.0
Abilene,2005.0,10.0,77725.0,3210.0,4.0,80935.0,,,28243.0,22778123.0
Abilene,2005.0,11.0,77661.0,3273.0,4.0,80934.0,,,28243.0,22778123.0
Abilene,2005.0,12.0,77621.0,3302.0,4.1,80923.0,,,28243.0,22778123.0
Abilene,2006.0,1.0,77675.0,3301.0,4.1,80976.0,,,29840.0,23359580.0
Abilene,2006.0,2.0,77768.0,3344.0,4.1,81112.0,,,29840.0,23359580.0
Abilene,2006.0,3.0,77934.0,3390.0,4.2,81324.0,,,29840.0,23359580.0
Abilene,2006.0,4.0,78208.0,3410.0,4.2,81618.0,,,29840.0,23359580.0
Abilene,2006.0,5.0,78509.0,3383.0,4.1,81892.0,,,29840.0,23359580.0
Abilene,2006.0,6.0,78650.0,3333.0,4.1,81983.0,,,29840.0,23359580.0
Abilene,2006.0,7.0,78546.0,3305.0,4.0,81851.0,,,29840.0,23359580.0
Abilene,2006.0,8.0,78311.0,3242.0,4.0,81553.0,,,29840.0,23359580.0
Abilene,2006.0,9.0,78144.0,3135.0,3.9,81279.0,,,29840.0,23359580.0
Abilene,2006.0,10.0,78144.0,3074.0,3.8,81218.0,,,29840.0,23359580.0
Abilene,2006.0,11.0,78150.0,3035.0,3.7,81185.0,,,29840.0,23359580.0
Abilene,2006.0,12.0,77958.0,2959.0,3.7,80917.0,,,29840.0,23359580.0
Abilene,2007.0,1.0,77556.0,2908.0,3.6,80464.0,,,31645.0,23831983.0
Abilene,2007.0,2.0,77151.0,2856.0,3.6,80007.0,,,31645.0,23831983.0
Abilene,2007.0,3.0,76894.0,2794.0,3.5,79688.0,,,31645.0,23831983.0
Abilene,2007.0,4.0,76805.0,2760.0,3.5,79565.0,,,31645.0,23831983.0
Abilene,2007.0,5.0,76877.0,2727.0,3.4,79604.0,,,31645.0,23831983.0
Abilene,2007.0,6.0,77067.0,2725.0,3.4,79792.0,,,31645.0,23831983.0
Abilene,2007.0,7.0,77292.0,2730.0,3.4,80022.0,,,31645.0,23831983.0
Abilene,2007.0,8.0,77382.0,2755.0,3.4,80137.0,,,31645.0,23831983.0
Abilene,2007.0,9.0,77295.0,2842.0,3.5,80137.0,,,31645.0,23831983.0
Abilene,2007.0,10.0,77190.0,2895.0,3.6,80085.0,,,31645.0,23831983.0
Abilene,2007.0,11.0,77240.0,2938.0,3.7,80178.0,,,31645.0,23831983.0
Abilene,2007.0,12.0,77513.0,2976.0,3.7,80489.0,,,31645.0,23831983.0
Abilene,2008.0,1.0,77951.0,2910.0,3.6,80861.0,,,35006.0,24309039.0
Abilene,2008.0,2.0,78406.0,2830.0,3.5,81236.0,,,35006.0,24309039.0
Abilene,2008.0,3.0,78775.0,2815.0,3.5,81590.0,,,35006.0,24309039.0
Abilene,2008.0,4.0,79023.0,2845.0,3.5,81868.0,,,35006.0,24309039.0
Abilene,2008.0,5.0,79119.0,2907.0,3.5,82026.0,,,35006.0,24309039.0
Abilene,2008.0,6.0,79122.0,2962.0,3.6,82084.0,,,35006.0,24309039.0
Abilene,2008.0,7.0,79115.0,3066.0,3.7,82181.0,,,35006.0,24309039.0
Abilene,2008.0,8.0,79152.0,3199.0,3.9,82351.0,,,35006.0,24309039.0
Abilene,2008.0,9.0,79214.0,3270.0,4.0,82484.0,,,35006.0,24309039.0
Abilene,2008.0,10.0,79177.0,3344.0,4.1,82521.0,,,35006.0,24309039.0
Abilene,2008.0,11.0,78942.0,3480.0,4.2,82422.0,,,35006.0,24309039.0
Abilene,2008.0,12.0,78580.0,3654.0,4.4,82234.0,,,35006.0,24309039.0
Abilene,2009.0,1.0,78262.0,3851.0,4.7,82113.0,,,32984.0,24801761.0
Abilene,2009.0,2.0,78067.0,4046.0,4.9,82113.0,,,32984.0,24801761.0
Abilene,2009.0,3.0,78005.0,4151.0,5.1,82156.0,,,32984.0,24801761.0
Abilene,2009.0,4.0,78014.0,4148.0,5.0,82162.0,,,32984.0,24801761.0
Abilene,2009.0,5.0,77964.0,4864.0,5.9,82828.0,,,32984.0,24801761.0
Abilene,2009.0,6.0,77923.0,5100.0,6.1,83023.0,,,32984.0,24801761.0
Abilene,2009.0,7.0,77936.0,5213.0,6.3,83149.0,,,32984.0,24801761.0
Abilene,2009.0,8.0,77924.0,5227.0,6.3,83151.0,,,32984.0,24801761.0
Abilene,2009.0,9.0,77820.0,5276.0,6.3,83096.0,,,32984.0,24801761.0
Abilene,2009.0,10.0,77656.0,5267.0,6.4,82923.0,,,32984.0,24801761.0
Abilene,2009.0,11.0,77511.0,5241.0,6.3,82752.0,,,32984.0,24801761.0
Abilene,2009.0,12.0,77401.0,5292.0,6.4,82693.0,,,32984.0,24801761.0
Abilene,2010.0,1.0,70489.0,5341.0,7.0,75830.0,,,34093.0,25145561.0
Abilene,2010.0,2.0,70642.0,5343.0,7.0,75985.0,,,34093.0,25145561.0
Abilene,2010.0,3.0,70865.0,5349.0,7.0,76214.0,,,34093.0,25145561.0
Abilene,2010.0,4.0,71053.0,5342.0,7.0,76395.0,,,34093.0,25145561.0
Abilene,2010.0,5.0,71153.0,5271.0,6.9,76424.0,,,34093.0,25145561.0
Abilene,2010.0,6.0,71224.0,5220.0,6.8,76444.0,,,34093.0,25145561.0
Abilene,2010.0,7.0,71310.0,5264.0,6.9,76574.0,,,34093.0,25145561.0
Abilene,2010.0,8.0,71381.0,5305.0,6.9,76686.0,,,34093.0,25145561.0
Abilene,2010.0,9.0,71375.0,5311.0,6.9,76686.0,,,34093.0,25145561.0
Abilene,2010.0,10.0,71322.0,5371.0,7.0,76693.0,,,34093.0,25145561.0
Abilene,2010.0,11.0,71301.0,5425.0,7.1,76726.0,992.0,129200.0,34093.0,25145561.0
Abilene,2010.0,12.0,71346.0,5379.0,7.0,76725.0,996.0,122000.0,34093.0,25145561.0
Abilene,2011.0,1.0,71400.0,5311.0,6.9,76711.0,999.0,118950.0,36013.0,25646389.0
Abilene,2011.0,2.0,71435.0,5267.0,6.9,76702.0,999.0,125000.0,36013.0,25646389.0
Abilene,2011.0,3.0,71475.0,5235.0,6.8,76710.0,995.0,125000.0,36013.0,25646389.0
Abilene,2011.0,4.0,71477.0,5220.0,6.8,76697.0,990.0,127900.0,36013.0,25646389.0
Abilene,2011.0,5.0,71455.0,5237.0,6.8,76692.0,989.0,129900.0,36013.0,25646389.0
Abilene,2011.0,6.0,71445.0,5273.0,6.9,76718.0,986.0,132900.0,36013.0,25646389.0
Abilene,2011.0,7.0,71483.0,5272.0,6.9,76755.0,977.0,132900.0,36013.0,25646389.0
Abilene,2011.0,8.0,71592.0,5273.0,6.9,76865.0,963.0,129900.0,36013.0,25646389.0
Abilene,2011.0,9.0,71768.0,5247.0,6.8,77015.0,953.0,129900.0,36013.0,25646389.0
Abilene,2011.0,10.0,71966.0,5101.0,6.6,77067.0,946.0,127100.0,36013.0,25646389.0
Abilene,2011.0,11.0,72075.0,4936.0,6.4,77011.0,946.0,121900.0,36013.0,25646389.0
Abilene,2011.0,12.0,72085.0,4837.0,6.3,76922.0,938.0,119500.0,36013.0,25646389.0
Abilene,2012.0,1.0,72070.0,4735.0,6.2,76805.0,934.0,119700.0,37769.0,26071655.0
Abilene,2012.0,2.0,72048.0,4628.0,6.0,76676.0,938.0,127900.0,37769.0,26071655.0
Abilene,2012.0,3.0,71917.0,4559.0,6.0,76476.0,941.0,129900.0,37769.0,26071655.0
Abilene,2012.0,4.0,71676.0,4534.0,5.9,76210.0,948.0,126750.0,37769.0,26071655.0
Abilene,2012.0,5.0,71506.0,4544.0,6.0,76050.0,953.0,126200.0,37769.0,26071655.0
Abilene,2012.0,6.0,71532.0,4560.0,6.0,76092.0,960.0,126900.0,37769.0,26071655.0
Abilene,2012.0,7.0,71723.0,4521.0,5.9,76244.0,963.0,125900.0,37769.0,26071655.0
Abilene,2012.0,8.0,71965.0,4369.0,5.7,76334.0,965.0,119700.0,37769.0,26071655.0
Abilene,2012.0,9.0,72190.0,4216.0,5.5,76406.0,967.0,115000.0,37769.0,26071655.0
Abilene,2012.0,10.0,72321.0,4165.0,5.4,76486.0,970.0,123700.0,37769.0,26071655.0
Abilene,2012.0,11.0,72329.0,4185.0,5.5,76514.0,978.0,124900.0,37769.0,26071655.0
Abilene,2012.0,12.0,72284.0,4284.0,5.6,76568.0,981.0,119900.0,37769.0,26071655.0
Abilene,2013.0,1.0,72249.0,4347.0,5.7,76596.0,981.0,122000.0,38831.0,26473525.0
Abilene,2013.0,2.0,72244.0,4268.0,5.6,76512.0,974.0,124900.0,38831.0,26473525.0
Abilene,2013.0,3.0,72279.0,4177.0,5.5,76456.0,968.0,129950.0,38831.0,26473525.0
Abilene,2013.0,4.0,72375.0,4183.0,5.5,76558.0,964.0,129900.0,38831.0,26473525.0
Abilene,2013.0,5.0,72466.0,4236.0,5.5,76702.0,962.0,129900.0,38831.0,26473525.0
Abilene,2013.0,6.0,72498.0,4231.0,5.5,76729.0,960.0,133000.0,38831.0,26473525.0
Abilene,2013.0,7.0,72487.0,4138.0,5.4,76625.0,960.0,129000.0,38831.0,26473525.0
Abilene,2013.0,8.0,72495.0,4056.0,5.3,76551.0,963.0,125000.0,38831.0,26473525.0
Abilene,2013.0,9.0,72578.0,4035.0,5.3,76613.0,968.0,127900.0,38831.0,26473525.0
Abilene,2013.0,10.0,72715.0,3996.0,5.2,76711.0,975.0,124800.0,38831.0,26473525.0
Abilene,2013.0,11.0,72854.0,3900.0,5.1,76754.0,985.0,124000.0,38831.0,26473525.0
Abilene,2013.0,12.0,72908.0,3758.0,4.9,76666.0,993.0,119900.0,38831.0,26473525.0
Abilene,2014.0,1.0,72878.0,3633.0,4.7,76511.0,999.0,120000.0,41330.0,26944751.0
Abilene,2014.0,2.0,72835.0,3611.0,4.7,76446.0,1006.0,127000.0,41330.0,26944751.0
Abilene,2014.0,3.0,72848.0,3557.0,4.7,76405.0,1008.0,125000.0,41330.0,26944751.0
Abilene,2014.0,4.0,72943.0,3428.0,4.5,76371.0,1008.0,129900.0,41330.0,26944751.0
Abilene,2014.0,5.0,73039.0,3330.0,4.4,76369.0,1002.0,140000.0,41330.0,26944751.0
Abilene,2014.0,6.0,73053.0,3269.0,4.3,76322.0,998.0,145250.0,41330.0,26944751.0
Abilene,2014.0,7.0,72955.0,3264.0,4.3,76219.0,997.0,143000.0,41330.0,26944751.0
Abilene,2014.0,8.0,72790.0,3241.0,4.3,76031.0,1000.0,142500.0,41330.0,26944751.0
Abilene,2014.0,9.0,72617.0,3159.0,4.2,75776.0,1004.0,144900.0,41330.0,26944751.0
Abilene,2014.0,10.0,72470.0,3088.0,4.1,75558.0,1008.0,140000.0,41330.0,26944751.0
Abilene,2014.0,11.0,72393.0,3010.0,4.0,75403.0,1012.0,143000.0,41330.0,26944751.0
Abilene,2014.0,12.0,72404.0,2935.0,3.9,75339.0,1016.0,139900.0,41330.0,26944751.0
Abilene,2015.0,1.0,72446.0,2923.0,3.9,75369.0,1017.0,144900.0,41732.0,27429639.0
Abilene,2015.0,2.0,72421.0,2938.0,3.9,75359.0,1016.0,149900.0,41732.0,27429639.0
